game	url	site_category	rules_as_read
Aces Up Relaxed Solitaire	https://www.solitairenetwork.com/solitaire/aces-up-relaxed-solitaire-game.html	Eliminator Games	Aces Up Relaxed Solitaire Rules | Goal | End the game with all four Aces at the top of the four Columns. | The Deal | Using one deck, each of the four Columns is dealt one card. The special Reserve pile below the Stock remains empty. | Foundations | There are no Foundations in Aces up - Relaxed. | Columns | The fully uncovered card in any Column is a candidate for removal. Cards are removed one at a time and set aside using the following rule: | When there are two or more exposed cards of the same suit in the four Columns, all but the highest card of that suit can be removed. Remove cards by clicking on them. In Aces Up - Relaxed, the Aces are considered the highest rank and are higher than the Kings. | When a Column is empty, any fully uncovered card may optionally be moved to the empty Column. | Stock | When play comes to a halt (or sooner if desired,) you may click on the Stock to deal one card to each of the four Columns. There is no redeal. | Reserve | In the Relaxed version of Aces Up, there is one special Reserve pile below the Stock that can be used to remove any one card from a Column. When a card is placed in the Reserve, it may ONLY move back to an Empty Column. This card has no effect on which cards in Columns may be removed, except that by placing a card in the Reserve it may open other moves in the Columns. | The Reserve can only be used ONE TIME in this manner. After it is used once, it is treated as though it no longer exists. | Note that if there is a card in the Reserve that the game is not won unless this card is removed also.
Eliminator Solitaire	https://www.solitairenetwork.com/solitaire/eliminator-solitaire-game.html	Eliminator Games	Eliminator Solitaire Rules | Goal | Move all cards to the six Foundation piles using rules similar to Tri-Peaks. | The Deal | Using one deck, all cards are dealt face up to the four Columns so that each Column has 13 cards. | Foundations | There are six Foundations. Each Foundation starts empty and may be filled with ANY CARD. Once filled with at least one card, that Foundation is built upon either UP or DOWN in ANY SUIT. | Columns | Each Column starts the game with 13 cards. The topmost card in any Column is available for play to any Foundation. | Cards may not be moved among Columns. | Empty Columns must remain empty.
Strategy Solitaire	https://www.solitairenetwork.com/solitaire/strategy-solitaire-game.html	Eliminator Games	Strategy Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, the four Aces are pulled from the Stock and placed in their respective Foundations to start the game. The Discard Pile is dealt one card. Columns start the game empty | Foundations | The four Aces are placed in the Foundations to start the game. | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Cards may not be played to Foundations until all cards are removed from the Discard Pile and Stock. | Columns | Any card from the Discard Pile may be placed in any Column. Cards may not be moved among Columns. | Cards from Columns may bot be played to a Foundation until all cards have been removed from the Discard Pile and Stock. | The topmost card in any Column is available for play to a Foundation. | Stock | Cards from the Stock are flipped automatically one at a time when the card in the Discard Pile is played. There is no redeal. All cards from the Stock and Discard Pile must be played to a Column before any cards may be played to Foundations. | Discard Pile | The Discard Pile will only ever contain just one card. This card must be played to one of the Columns. When the card is played, the Stock will automatically flip another card to the Discard Pile. All cards from the Stock and Discard Pile must be played to a Column before any cards may be played to Foundations.
Sir Tommy Solitaire	https://www.solitairenetwork.com/solitaire/sir-tommy-solitaire-game.html	Eliminator Games	Sir Tommy Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in any suit. | The Deal | Using one deck, the Stock Pile is dealt one card. Columns and Foundations start the game empty. | Foundations | Foundations are built UP and in ANY SUIT starting with an Ace and ending with a King. For example, any 2 can be placed on any Ace, then a 3, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of any suit. The same holds true for the other Foundations. | Columns | Any card from the Stock Pile may be placed in any Column. Cards may not be moved among Columns. | Unlike the similar game called Strategy, cards from the Columns my be played to Foundations before all cards are removed from the Stock. | The topmost card in any Column is available for play to a Foundation. | Stock | Cards from the Stock are flipped automatically one at a time when the card in the Stock Pile is played. There is no redeal. | Stock Pile | The Stock Pile will only contain one card at a time. This card must be played to one of the Columns or to a Foundation before the next card from the Stock is flipped. When the card is played, the Stock will automatically flip another card to the Stock Pile.
Gaps	https://www.solitairenetwork.com/solitaire/gaps-solitaire-game.html	Gaps Games	Gaps Solitaire Rules | Goal | Arrange cards in the four rows left to right from Two to King. | The Deal | Using one deck, All 52 cards are dealt in 4 rows of 13 non-overlapping cards. After all cards have been dealt, the Aces are removed from play forming the four gaps. | Goal | After the Aces are removed, rearrange the cards forming a suit sequence in each Row from 2 to King. | Rows | A card may be moved onto an empty space if the card is one rank higher than the card on its left and of the same suit. | When a leftmost space is empty it may either be filled with any 2, or a card one rank lower and of the same suit as the card to the right of the space. | Tip: Once a 2 is in place, it may still be moved to another space. | Redeal | When play comes to a standstill, the cards that are not in proper sequence are gathered up, reshuffled, and redealt. Two redeals are allowed. | Example Plays | This section will demonstrate the basic movements of the game. | On the bottom row, you may move the two of Spades to the 1st Gap on the left because twos may always be moved to the leftmost gap on each row. You could also move any of the twos there if you want. | Also on the bottom row, you may move the 6 of Spades to the right of the 5 of Spades because the 6 is the same suit and one rank higher than the 5. | No cards may be moved to the right of the Kings in the 2nd row because no cards are higher than Kings.
Unlimited Gaps	https://www.solitairenetwork.com/solitaire/unlimited-gaps-solitaire-game.html	Gaps Games	Unlimited Gaps Solitaire Rules | Goal | Arrange cards in the four rows left to right from Two to King. | The Deal | Using one deck, All 52 cards are dealt in 4 rows of 13 non-overlapping cards. After all cards have been dealt, the Aces are removed from play forming the four gaps. | Goal | After the Aces are removed, rearrange the cards forming a suit sequence in each Row from 2 to King. | Rows | A card may be moved onto an empty space if the card is one rank higher than the card on its left and of the same suit. | When a leftmost space is empty it may either be filled with any 2, or a card one rank lower and of the same suit as the card to the right of the space. | Tip: Once a 2 is in place, it may still be moved to another space. | Unlimited Redeals | When play comes to a standstill, the cards that are not in proper sequence are gathered up, reshuffled, and redealt. Twelve redeals are allowed, effectively making the game impossible to lose. | Example Plays | This section will demonstrate the basic movements of the game. | On the bottom row, you may move the two of Spades to the 1st Gap on the left because twos may always be moved to the leftmost gap on each row. You could also move any of the twos there if you want. | Also on the bottom row, you may move the 6 of Spades to the right of the 5 of Spades because the 6 is the same suit and one rank higher than the 5. | No cards may be moved to the right of the Kings in the 2nd row because no cards are higher than Kings.
Free Parking	https://www.solitairenetwork.com/solitaire/free-parking-solitaire-game.html	Gaps Games	"Free Parking Solitaire Rules | Goal | Arrange cards in the four rows left to right from Two to King. | The Deal | Using one deck, All 52 cards are dealt in 4 rows of 13 non-overlapping cards. After all cards have been dealt, the Aces are removed from play forming the four open spaces. | Goal | After the Aces are removed, rearrange the cards forming a suit sequence in each Row from 2 to King. In the diagrm below, the goal is about 2/3 completed. | Rows | This game is played similar to Gaps but with an additional rule: | A card may be moved onto an empty space if the card is one rank higher than the card on its left, or one rank lower than the card on its right. Also, the card must be of the same suit as the card on its left or right. | When a leftmost space is empty it may either be filled with any 2, or a card one rank lower and of the same suit as the card to the right of the space. | Tip: Once a 2 is in place, it may still be moved to another space. | Redeal | When play comes to a standstill, the cards that are not in proper sequence are gathered up, reshuffled, and redealt. One redeal is allowed. | Tip: Although the ""Click to Redeal"" button appears after there are four empty spaces after Kings (as in Gaps) you may still be able to make other plays by playing to the left of other cards. | Example Plays | This section will demonstrate the basic movements of the game. | On the bottom row, you may move a 10 of Clubs to the left of the Jack of Clubs, or you may move the Queen of Clubs to the right of the Jack of Clubs. | On the third row, you may move the Jack of Hearts to the right of the 10 of Hearts, or you may move the 8 of Clubs to the left of the 9 of Clubs. | No cards may be moved to the right of the King of Clubs on the top row."
Cruel Solitaire	https://www.solitairenetwork.com/solitaire/cruel-solitaire-game.html	Shamrocks Games	Cruel Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, the four Aces are placed on the Foundations to start. The remaining cards are dealt face up evenly to 12 Fans of cards. | All cards of a Fan are dealt before the cards of the next Fan. This deal order becomes important on Redeals. | Foundations | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Fans | Fans are built DOWN in the SAME SUIT. For example, the 6 of Spades may be placed only on the 7 of Spades. | The topmost card in any Fan is available for play to either another Fan or a Foundation. Only one card may be moved at a time. | Empty Columns must remain empty. | Redeals | At any time during play, you may choose to redeal the cards. The cards in the Fans are gathered in a specific order and are not reshuffled, so that the order of the cards do not change as a result of the redeal. This is the key to playing Cruel Solitaire. | On a redeal, the original number of cards are dealt to the Fans until the cards run out. | There are unlimited Redeals. | An interesting note is that if no cards are moved between Fans then a Redeal will deal the cards in such a way that it results in identical order and layout.
Baker's Dozen	https://www.solitairenetwork.com/solitaire/bakers-dozen-solitaire-game.html	Shamrocks Games	Baker's Dozen Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, all cards are dealt face up evenly to the 13 Columns. After the cards have been dealt, the Kings are moved to the bottom of their respective Columns. | Foundations | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Columns | Columns are built DOWN in ANY SUIT. For example, any 6 may be placed on any 7. | The topmost card in any Column is available for play to either another Column or a Foundation. Only one card may be moved at a time. | Empty Columns must remain empty.
Box Fan Solitaire	https://www.solitairenetwork.com/solitaire/box-fan-solitaire-game.html	Shamrocks Games	Box Fan Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, the four Aces are first removed and placed in the Foundations. Then the remaining 48 cards are dealt face up in Fans (horizontal Columns) of 3 cards each. | Foundations | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. The Aces start the game in their Foundations. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Fans | Fans are built DOWN in the ALTERNATING COLORS. Only the topmost card may be moved at a time. | Fans may hold any number of cards. Empty Fans may only be filled with Kings. | Redeals | Unlike similar games such as La Belle Lucie and Cruel, there is no Redeal in Box Fan.
Shamrocks Solitaire	https://www.solitairenetwork.com/solitaire/shamrocks-solitaire-game.html	Shamrocks Games	Shamrocks Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, all cards are dealt to the layout. | There are 18 Columns (dealt horizontally.) All Columns are dealt 3 cards except the last Column which is dealt 1 card. | Foundations | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Columns | Columns may hold no more than three cards. | Columns are built UP OR DOWN in ANY SUIT. For example, a 6 may be placed on any 7 or any 5 as long as the destination Column doesn't already have three cards in it. | The topmost card in any Column is available for play to either another Column or a Foundation. | Empty Columns remain empty.
Grandfather's Clock Solitaire	https://www.solitairenetwork.com/solitaire/grandfathers-clock-solitaire-game.html	Shamrocks Games	Grandfather's Clock Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, twelve Foundation cards are removed from the deck and placed in a circle resembling a clock face. The cards placed are always the same. | The remaining 40 cards are dealt face up evenly to eight Columns. | Foundations | Foundations are built UP and IN SUIT so that when the game is won the last Foundation card in each location corresponds to the number on a clock. For example, the card at the one o'clock position must end with an Ace of Hearts. The card at the six o'clock position must end with the 6 of Spades, etc. | Jacks are 11, and Queens are 12. Foundations will wrap from King to Ace when necessary. | Foundations may not advance past their clock face values. | Columns | Columns are built DOWN in ANY SUIT. Only one card may be moved at a time. | Empty Columns may be filled with any card.
Beleaguered Castle	https://www.solitairenetwork.com/solitaire/beleaguered-castle-solitaire-game.html	Shamrocks Games	"Beleaguered Castle Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, the Aces are removed and placed in the Foundations to start. The remaining cards are dealt evenly to the 8 columns. | Foundations | Aces are placed in the Foundations to start the hand. | Foundations are built UP and IN SUIT starting with an Ace and ending with a King. For example, a 2 of Clubs can be placed on an Ace of Clubs, then a 3 of Clubs, then a 4, 5, 6, 7, 8, 9, 10, J, Q, up to the K of Clubs. The same holds true for the other suits. | Columns | Columns are built DOWN in ANY SUIT. For example, any 6 may be placed on any 7. | The topmost card in any Column is available for movement to either another Column or a Foundation. | Empty Columns may be filled with any card. | Game Notes | SolitaireNetwork.com supports a ""Supermove"" where you may move more than one card at a time as long as the move would have been possible by moving cards singly using empty Columns to shuffle the cards around."
Sea Towers (Seahaven Towers)	https://www.solitairenetwork.com/solitaire/sea-towers-solitaire-game.html	Free Cell Games	"Sea Towers Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, 50 cards are dealt face up evenly to 10 Columns in the layout. The remaining two cards are place in two of the four Reserve spaces. | Foundations | Foundations are built UP and IN SUIT starting with Aces. For example, on the Ace of Clubs, only the 2 of Clubs may be played, then the 3 of Clubs, etc. | Columns | Columns must be built DOWN in the SAME SUIT. For example, a 7 of Clubs can only be placed on an 8 of Clubs. | Only the topmost card in a column may be moved. | Only Kings may be placed in an Empty Column. | Reserves | The are four Reserves that act as a holding place for any card at any time. Two of Reserves start the game with a card in them. Reserves may be reused after they have been emptied. | Game Notes | SolitaireNetwork.com's version of Sea Towers supports a ""Supermove"" where you may move more than one card at a time as long as the move would have been possible had it been done moving a single card at a time also. | Currently, there are certain situations where the game doesn't allow a supermove that is valid. We will work on improving the game until this problem is resolved. | Sea Towers rules by Art Cabral. This game is also known as Seahaven Towers."
Penguin Solitaire	https://www.solitairenetwork.com/solitaire/penguin-solitaire-game.html	Free Cell Games	"Penguin Solitaire Rules | Goal | Move all cards to the four Foundation piles from Ace to King in the same suit. | The Deal | Using one deck, three cards of the same rank are randomly dealt in the first three Foundations. The fourth card of the Foundation rank is placed at the top of the first Column. The remaining cards are dealt face up evenly to the seven Columns so that each Column has seven cards. | Foundations | Foundations are built UP and IN SUIT starting with a random rank and continuing until each Foundation has 13 cards. The Foundations will wrap from King to Ace when necessary. | The fourth Foundation must start with the same ranked card as the other three Foundations. | Columns | Columns must be built DOWN in the SAME SUIT. For example, a 7 of Hearts can only be placed on the 8 of Hearts. | The topmost card in any Column may be moved. Also, built sequences of cards such as the 10, 9, and 8 of Spades may be moved (onto a Jack of Spades.) | Empty Columns may only be filled with a card (or sequence of cards headed by a card) that is one rank less than the Foundation starting rank. For example, if the starting Foundation rank is a 10, then only 9's can fill an empty Column. When the starting Foundation card is an Ace, then Kings will start empty Columns. | Reserves | The are seven Reserves that act as a holding place for any card at any time. These Reserve places start the game empty. | Game Notes | Solitaire Network's version of Penguin supports a ""Supermove"" where you may move more than one card at a time as long as the move would have been possible had it been done moving a single card at a time also. | Currently, there are certain situations where the game doesn't allow a supermove that is valid. We will work on improving the game until this problem is resolved. | Penguin solitaire rules created by David Parlett."
Bowling Solitaire	https://www.solitairenetwork.com/solitaire/bowling-solitaire-game.html	Hand Building Games	"Bowling Solitaire Rules | Goal | Try to fill in all 10 spaces (pins) on each of the 10 shuffles (frames) to score 150 points or more. | The Deal | Using one deck, cards are automatically dealt one at a time to the single Discard Pile. | The 10 Pins | Move the card next to the Stock to one of the 10 ""Pin"" spaces. Each pin may hold only one card. | To place a card on a Pin, the rank of the card must be equal to or higher than all cards on lower numbered pins. See the screenshot above for the Pin numbers. | For example, if there is a 7 on the 5-Pin, then you may only play cards equal to or lower than a 7 on Pins 1 through 4. Similarly, only cards equal to or higher than a 7 may be played on Pins 6 through 10. | It is not necessary, and usually not desirable to match the card rank to the Pin number. Also, it is not necessary to place sequential ranks on sequential Pin numbers. There may be gaps in rank from one Pin to the next (see screenshot below.) | Ball 1 and Ball 2 Columns | When it is impossible to place a card because it doesn't follow the rules set out above, you must place the card in the Ball 1 or Ball 2 Columns. You are allowed to place up to 3 cards in each Ball. (Cards are always placed into Ball 1 before Ball 2.) | If you fill up all 10 Pins before missing 3 times, you earn a Strike. If you don't get a Strike but are able to fill up all 10 Pins before missing 6 times, you get a Spare. Otherwise, you have an Open Frame and the frame ends. | Scoring | The scoring for Bowling Solitaire is identical to the way real bowling is scored, however, it is not necessary to know how Bowling is scored in order to enjoy Bowling Solitaire. Just remember that a Strike is better than a Spare, and a Spare is better than an Open Frame. | A Strike scores 10 points plus the actual number of pins knocked over on the next 2 balls thrown. For example, if the next 2 balls are a 7 and 2, the the Strike scores 19. If the next 2 balls are another Strike and a 9, then the first Strike scores 29. | A Spare scores 10 points plus the actual number of pins knocked over on the next 1 ball thrown. For example, if the next ball is an 8 then the Spare scores 18. If the next ball thrown is a Strike then the Spare scores 20. | When there is an Open frame (no Spare or Strike) then the total pins knocked down for both balls are scored. | Since a Strike and Spare cannot be scored until more balls have been thrown, the latest Frame will not show an accumulated score until more balls are thrown. In the 10th frame, you may have to bowl extra frames in order to satisfy the scoring requirements for Strikes and Spares. | Scoring Example | 1st Frame | The Strike in the 1st frame could not be scored until 2 more balls were thrown. The Strike in the 2nd frame only required 1 Ball to be thrown and so we still could not score the 1st frame yet. Finally, in the 3rd frame we have the 2nd Ball needed to score the Strike in the 1st frame. So the 1st frame scores 10 for it's own Strike, plus 10 for the Strike in the 2nd Frame, plus 7 for the 1st ball in the 3rd frame or 27 points. | 2nd FrameThe Strike in the second frame can be scored as soon as the 3rd frame is over since 2 balls were thrown in the 3rd frame. It scores 10 for the Strike, plus 7 for the next ball plus 1 more for the next ball after that, or 18 points. When 18 is added to the 1st frame we have 45 points total in the 2nd frame. | 3rd Frame | Since no Strike or Spare was thrown in the 3rd frame, it can be scored right away. 8 points are added to the previous total for a new total score of 53 in the 3rd frame. | 4th Frame | The Spare in the 4th frame requires 1 more ball to be thrown before it can be scored. The first ball in the next frame knocked down 9 pins and so the Spare in Frame 4 scores 10 for the Spare plus 9 more for the first ball in Frame 5 for 19 more points. | 10th Frame | There is a Spare in the 10th Frame. Since Spares cannot be scored until one more ball is thrown, one extra ball must be thrown in order to arrive at a score for the 10th Frame. | Strategy | In the example below, a 2 must be played. To follow the rules, it must be placed before the 4 onto either Pin 1 or 2. | It is better to place the 2 on the 1-Pin. That way, any of three different cards will work for the 2-Pin (a 2, 3, or 4 may then go there.) If you place the 2 on the 2-Pin, then only an Ace or another 2 may be placed on the 1-Pin. So you've increased your odds by playing the 2 on the 1-Pin. | Game Notes | Bowling is an original solitaire game designed by Warren Schwader. A similar version of the game was included in the Hoyle Solitaire collection in 1988 (also designed by Warren Schwader.) Solitaire Network's version of Bowling Solitaire has been improved from the original! | Another solitaire game called ""Bowling"" was created by Sid Sackson in the 1970's. It is a completely different game using rules that are not at all similar to Bowling solitaire on Solitaire Network. The wikipedia page and other references on the internet do a poor job of differentiating these two very different solitaire games. The only things they have in common is that both games are solitaire games and both are bowling themed."
Poker Square Solitaire	https://www.solitairenetwork.com/solitaire/poker-square-solitaire-game.html	Hand Building Games	Poker Square Solitaire Rules | Goal | Build multiple Poker hands to score 100 points or more. | The Deal | Using one deck, the layout starts the game empty. The Stock flips over one card. | Stock | The face up card near the Stock must be played to the Poker hands or a Discard Pile. As each card is played, the Stock will automatically flip another card. | Layout | The 25 spaces may hold one card each and form 10 hands of 5 cards each (5 rows of cards and 5 columns of cards.) The card next to the Stock must be played to one of the Poker hands or one of the Discards. | Once a card is placed it may not be moved. | Discards | There are four spaces where cards may be placed that are not wanted in the Poker hands. | SolitaireNetwork.com is liberal in the rules in providing these spaces. The actual game of Poker Square does not allow for discards. For a bigger challenge, try playing without the Discards. | Scoring | Scoring for the various Poker hands is based on the relative difficulty of obtaining a certain hand in a regular game of Poker. | Each of the 10 hands are scored as follows: | Hand | Points | Example | Royal Flush100A, K, Q, J, 10 of same suit | Straight Flush759, 8, 7, 6, 5 of same suit (5 sequential cards of same suit) | 4 of a Kind503, 3, 3, 3, X (X refers to any other card) | Full House255, 5, 5, J, J (Three of a kind and a pair) | Flush20Q, 10, 6, 4, 3 of same suit (any 5 cards of the same suit) | Straight156, 5, 4, 3, 2 of any suit. (5 sequential cards of any suit) | 3 of a Kind10K, K, K, X, X (any three cards of the same rank) | Two Pair5A, A, 4, 4, X | One Pair2Q, Q, X, X, X | The scores from all 10 hands are added together to arrive at the final score.
Blackjack Square Solitaire	https://www.solitairenetwork.com/solitaire/blackjack-square-solitaire-game.html	Hand Building Games	Blackjack Square Solitaire Rules | Goal | Build multiple Blackjack hands to score 30 points or more. | The Deal | The layout starts the game empty. The Stock flips over one card. | Stock | The face up card near the Stock must be played to a place in the Blackjack hands or a Discard Pile. As each card is played, the Stock will automatically flip another card. | Layout | The 16 spaces may hold one card each. The spaces form nine hands of from 2 to 5 cards each depending on the position of the spaces. There are two hands of 2 cards, two hands of 3 cards, three hands of 4 cards, and two hands of 5 cards. | Once a card is placed it may not be moved. | Discards | There are four spaces where cards may be placed that are not wanted in the Blackjack hands. Each space may hold one card. | Scoring | Scoring for the various Blackjack hands is based on how close the player comes to 21 in each hand. Face cards count as 10. Aces can count as either 1 or 11. | Each of the nine hands are scored as follows: | Hand | Points | Example | Blackjack10A Blackjack is two cards that total 21. A King, Queen, Jack, or 10 combined with an Ace | 2173, 4, or 5 cards that total 21 | 205All cards in the hand total 20 | 194All cards in the hand total 19 | 183All cards in the hand total 18 | 172All cards in the hand total 17 | 16 and under1All cards in the hand total 16 or less | Bust0All cards in the hand total 22 or more | The scores from all nine hands are added together to arrive at the final score. | Game Notes | Blackjack Square is a Solitaire Network original created by Warren Schwader. | OK, we know the layout isn't exactly a square, but in keeping with the pattern of names and the game play of Cribbage Square and Poker Square we felt you would understand.
Cribbage Square Solitaire	https://www.solitairenetwork.com/solitaire/cribbage-square-solitaire-game.html	Hand Building Games	Cribbage Square Solitaire Rules | Goal | Build multiple Poker hands to score 60 points or more. | The Deal | Using one deck, the layout starts the game empty. The Stock flips over a single card. | Stock | The face up card near the Stock must be played to the Cribbage hands or a Discard Pile. As each card is played, the Stock will automatically flip another card. | Layout | The 16 spaces may hold one card each and form 8 hands of 4 cards each (4 rows of cards and 4 columns of cards.) The card next to the Stock must be played to one of the Cribbage hands or one of the Discards. | Once a card is placed it may not be moved. | Once the layout is filled, the hand is over. the final card flipped face up from the Stock becomes what is known in Cribbage terminology as the Starter. The Starter becomes the 5th card for each of the eight Cribbage hands so that each Cribbage hand actually will have 5 cards. | Discard Piles | There are four spaces where cards may be placed that are not wanted in the Cribbage hands. Each space may hold one card each. | SolitaireNetwork.com is liberal in the rules in providing these spaces. The actual game of Cribbage Square does not allow for discards. For a harder challenge, try playing without the Discards. | Scoring | Scoring for the various Cribbage hands is based on the actual game of Cribbage. The card game Cribbage can be confusing to learn. Learning the scoring of Cribbage Square can help you to learn the game of Cribbage. | Scoring is based on unique combinations of cards in the hand. For example, if you have two cards A and B, there is only one combination of the two cards AB. If you have three cards A, B, and C, there are three combinations of the three cards AB, AC, and BC. If you have four cards the combinations would be AB, AC, AD, BC, BD, and CD. And so on... This is an important concept in learning how to score Cribbage hands. | Each of the 8 hands are scored as follows: | Hand | Points | Example | Double Pairs Royal12K, K , K , K , X (This is 4 of a kind in Cribbage talk.) the X means any other card. | Pairs Royal610, 10, 10, X, X (3 of a Kind) | Pairs2 each4, 4, 8, 8, X would be worth 4 points. 2 points per pair. 4, 4, X, X, X would be worth 2 points. | Fifteens2 each6, 9, 9, X, X would be worth 4 points of fifteens (the pair of 9's also add 2 points) Any combination of 2 to 5 cards can total 15. Face cards are worth 10 so a King and 2 and 3 would be a fifteen. | Runs1 point per4, 5, 6, X, X is worth 3 points. 1 point per card in the run. 4, 5, 6, 7, X is worth 4 points. 4, 5, 6, 7, 8 is worth 5 points. | Flush4 or 52, 4, 6, J all of the same suit in the 4 card part of the hand is worth 4 points. If the Started is also of the same suit then 5 points. | Nobs1A Jack in the hand of the same suit as the Starter is worth 1 point. | Starter Nobs2If the Starter is a Jack, each hand scores 2 points. | Some more examples: | Fifteens: Suppose you have 4, 5, 5, 6, 9 in your hand. There are three unique combinations of cards that total fifteen. 4 + 5 + 6 = 15, 4 + the other 5 + 6 = 15, and the 6 + 9 = 15. This hand has 6 points in fifteens. | Runs: Using the same hand: 4, 5, 5, 6, 9 there are two combinations of runs in the hand: 4, 5, 6 = 3 points and 4, the other 5, and 6 = 3 more points. | Hence, the hand: 4, 5, 5, 6, 9 is worth 6 points in fifteens + 6 points in runs + the pair of 5's is 2 more points for a total of 14 points for this hand. | Another example: 9, 10, J, J, Q is worth 10 points 9, 10, J, Q = 4 points. 9, 10, the other Jack, Q = 4 more points. The pair of Jacks is worth 2 more points. This hand may possibly be worth 1 more if the suit of one of the Jacks matches the suit of the Starter./p> | The scores from all 8 hands are added together to arrive at the final score. | Game Notes | If you are unfamiliar with Cribbage, we highly recommend that you learn the scoring so that you can enjoy this excellent solitaire too.
