source	name	slot_guess	mechanic
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Advance Campaign	unknown	Spend big before a show to multiply its fame payout.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Wedding	unknown	Permanently pair two cards so they always draw together.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Seven Pyramid	skill	A 7-card stack formation meld with a huge payout.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Forward somersault (Con Colleano)	skill	Flip a card over the one directly above it (swap upward).
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Marketed monster	skill	Terrifies (debuffs) adjacent cards while secretly being a gentle Humbug.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Conjoined cards	rule	Two cards are permanently fused side-by-side, move as one unit, but score as two.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Paired giants	skill	Each of a pair gets +mult while both are on the board.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Half card	rank	A half-rank card that takes up only half a slot, so two halves fit one board slot.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	No-conditions cue	skill	This card's cue works with zero requirements, from anywhere.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Twin harmony	skill	Doubles any music/combo effect on an adjacent card.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Renaming	unknown	Sideshow class tags upgrade to a better-received class label after a vote event.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Illustrated card	stamp	Can hold unlimited stamps but no other slot content.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Odd couple buff	skill	The thinnest (lowest rank) and heaviest (highest rank) card in a row buff each other.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Zip's Question Mark	unknown	A card whose text is permanently just '?'.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Troupe adoption	unknown	Any non-class card gains the current leader's class tag.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Turning the tip	rule	Converts an audience faction into fame; a blow-off is a hidden bonus objective revealed only after clearing a show.
DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Ten-in-One pack	consumable	A pack type containing 10 common cards.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	Satirical Animal Trainer leader	type	Satire angers towns (fame up, town relations down); pigs can mock the Booking.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	The Academy	unknown	A meta building trains (permanently upgrades) one common card per season into its rare version.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	Sunshine (Popov)	skill	A clown that only buffs, never gags; heals debuffs on the cards below it.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	Cross-class Clown leader	type	A comedy leader whose buff reaches every class.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	Clown + companion token	skill	Comes with a free 1-rank dog token.
DESIGN_REFERENCES.md §A4 Russia & the Soviet Circus	The Pickup (dzhigitovka)	skill	During the Next-phase drop animation, snatch one falling card and redirect its column.
DESIGN_REFERENCES.md §A5 China	Friendly Acrobat town	boss	Acrobat cards cost less here, and acrobat packs are guaranteed.
DESIGN_REFERENCES.md §A5 China	Spinning-plate buffs	rule	Stackable buffs that decay unless re-triggered.
DESIGN_REFERENCES.md §A5 China	Hoop tower	skill	Consecutive same-suit hoop cards multiply their score.
DESIGN_REFERENCES.md §A5 China	Chair stack	skill	+mult per card in the tallest column.
DESIGN_REFERENCES.md §A5 China	Diabolo juggle	skill	A card is juggled between two columns, alternating position every Next and buffing both.
DESIGN_REFERENCES.md §A5 China	The Lion	skill	A card is secretly two cards, splitting when destroyed; placing it harvests a bonus from the card beneath it.
DESIGN_REFERENCES.md §A5 China	Dragon meld	rule	A scored run moves as one body afterward, relocatable as a unit next turn.
DESIGN_REFERENCES.md §A5 China	Bian lian instant pip-swap	unknown	Instant pip-swap on cue, with the swap method hidden from the player; unlocked via a family-lineage condition.
DESIGN_REFERENCES.md §A5 China	72 Transformations	skill	A wild card may transform up to 72 tracked times per run; at 72 it ascends into a permanently upgraded form.
DESIGN_REFERENCES.md §A5 China	The Impersonation	skill	Copy the skill of a card that was destroyed this run.
DESIGN_REFERENCES.md §A5 China	Iron Body	stamp	Immune to the first destruction/debuff each show.
DESIGN_REFERENCES.md §A5 China	Gold suit	suit	A literal money suit, playable as a normal suit as well as functioning as currency.
DESIGN_REFERENCES.md §A6 Japan	Sacred juggling (Daikagura)	skill	Balls-suit scoring removes one debuff per juggling meld.
DESIGN_REFERENCES.md §A6 Japan	The Top	skill	Set spinning via cue; keeps scoring a little every turn until it topples after a random duration.
DESIGN_REFERENCES.md §A6 Japan	The Butterfly Trick	skill	Creates fluttering paper-token cards (rank 1, any suit) that drift down one column per turn.
DESIGN_REFERENCES.md §A6 Japan	Magician leader (Tenkatsu)	type	Produces token cards.
DESIGN_REFERENCES.md §A6 Japan	Automaton type (Karakuri)	type	Acts by itself every Next, performing its cue for free, but can never be manually cued.
DESIGN_REFERENCES.md §A6 Japan	The Puppet (Bunraku)	skill	A powerful card that only functions with 2+ adjacent supporting cards.
DESIGN_REFERENCES.md §A6 Japan	Kuroko	stamp	This card is 'unseen': doesn't block Spotlight, can't be targeted by bosses.
DESIGN_REFERENCES.md §A6 Japan	Quick-change (Hikinuki)	skill	On scoring, swap this card's stamp with any stamp in reserve.
DESIGN_REFERENCES.md §A6 Japan	Style flourish (Mie)	rule	A scored meld holds on screen a beat longer for +tips.
DESIGN_REFERENCES.md §A6 Japan	Hire chindon'ya	consumable	The next town's fame requirement drops.
DESIGN_REFERENCES.md §A6 Japan	Ban-evasion deck (Hanafuda)	unknown	When a town outlaws a suit, cards in this deck reskin themselves to dodge the ban.
DESIGN_REFERENCES.md §A6 Japan	8-9-3 jackpot	unknown	Scoring a meld of exactly 8-9-3 pays out a massive jackpot ('the worthless hand').
DESIGN_REFERENCES.md §A6 Japan	Karuta duel	unknown	A speed-pick minigame where the first click rewards.
DESIGN_REFERENCES.md §A6 Japan	The Monkey (Sarumawashi)	skill	A token climbs one column per turn and cues whatever card it sits on.
DESIGN_REFERENCES.md §A7 India & South Asia	The Pole (Mallakhamb)	skill	Buffs everything in its column, more so the taller the column grows.
DESIGN_REFERENCES.md §A7 India & South Asia	The Rope Trick	unknown	A card exists only in rumor pools and can never drop, until a hidden condition makes it real.
DESIGN_REFERENCES.md §A7 India & South Asia	The Basket	skill	'Destroys' a card into the basket; it reappears in the Entrance next show, unharmed, granting +fame.
DESIGN_REFERENCES.md §A7 India & South Asia	The Seed	skill	A rank-1 card gains +1 rank every turn it stays covered.
DESIGN_REFERENCES.md §A7 India & South Asia	The Cliffhanger	unknown	Ending a show mid-trick plummets the next town's fame requirement, but the trick must be 'resolved' there.
DESIGN_REFERENCES.md §A7 India & South Asia	The Charm	skill	Card text describes one trigger (music) while the real trigger is something else (movement).
DESIGN_REFERENCES.md §A7 India & South Asia	The Bahurupiya	type	Arrives each show as a random different class.
DESIGN_REFERENCES.md §A7 India & South Asia	Ten-suit challenge deck	unknown	A ten-suit unlockable challenge deck (Ganjifa-inspired).
DESIGN_REFERENCES.md §A7 India & South Asia	Mock the Booking	skill	Reduce the declared Booking goal once per tour.
DESIGN_REFERENCES.md §A7 India & South Asia	Ascetic stamp	stamp	Immune to floor/row hazards.
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Contortionist	skill	Folds to share a single board slot with another card.
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Festival mini-contest node	unknown	Win any 1 of 3 mini-contests (score/formation/speed) for the prize.
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Spin (whirling)	skill	A rotating card cycles its rank each turn (1 to King, then wraps to 1).
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Unpierceable	stamp	Knife-suit projectiles pass through this card harmlessly (still counts as a 'miss' for stuntman bonuses).
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Pyramid (Moroccan tumblers)	skill	A formation meld: 3 cards atop 2 atop 1 across adjacent columns.
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Chick production (gali-gali)	skill	Produces chick tokens under scored face-down cards ('cups').
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Bound pair (Karagöz)	skill	Each of a pair gets +mult when placed in opposite zones.
DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Gym node (Zurkhaneh)	unknown	Permanently +1 rank to one card; chivalry rule: only applies if that card has never been used to destroy another card.
DESIGN_REFERENCES.md §A9 Africa	The Griot	skill	Preserves score/combo between shows, and re-triggers one effect from the previous show.
DESIGN_REFERENCES.md §A9 Africa	The Stilt-walker	skill	Remains spotlit even when one card covers it.
DESIGN_REFERENCES.md §A9 Africa	The Guardian (Moko jumbie)	skill	From its column, reveals boss intentions one turn early.
DESIGN_REFERENCES.md §A9 Africa	The School (social circus)	unknown	Converts discarded/junk cards into trained commons between runs.
DESIGN_REFERENCES.md §A10 The Americas	Voladores calendar meld	unknown	A hidden ritual meld: 4 cards descending 13 ranks each (4x13=52) grants an end-of-run celestial bonus.
DESIGN_REFERENCES.md §A10 The Americas	The Foot Juggler	skill	Holds one card suspended in a sub-slot above itself, spinning, as a playable stored card.
DESIGN_REFERENCES.md §A10 The Americas	Escaramuza formation bonus	skill	A synchronized-formation bonus for symmetrical board states.
DESIGN_REFERENCES.md §A10 The Americas	Small-tent starting deck (Carpas)	unknown	A weak starting deck with an underdog-to-star meta arc.
DESIGN_REFERENCES.md §A10 The Americas	Tragedy scoring (Circo criollo)	skill	Drama acts score on failed shows (tragedy sells).
DESIGN_REFERENCES.md §A10 The Americas	The Rodeo Clown	skill	When a boss attacks a card, this card redirects the hit to itself.
DESIGN_REFERENCES.md §A10 The Americas	Congress deck	unknown	Starts with one card from every regional tradition, with cross-culture synergy tags.
DESIGN_REFERENCES.md §A10 The Americas	The Guest Star	unknown	A legendary card joins for exactly N shows then departs, unless a secret condition keeps it permanently.
DESIGN_REFERENCES.md §A10 The Americas	Snake Oil	consumable	A buff that sometimes does nothing (is secretly a Gaff); selling it yourself is an economy event with reputation risk.
DESIGN_REFERENCES.md §A10 The Americas	Improving town (Chautauqua)	boss	No Danger acts allowed, but Concessions/education-tagged cards score double.
DESIGN_REFERENCES.md §A10 The Americas	The Palace / death trail naming	unknown	The final city is named The Palace; circuits become route templates, with a 'death trail' as the hardest route.
DESIGN_REFERENCES.md §A10 The Americas	The Hook	boss	A boss/town removes the player's weakest card mid-show unless it scored last submit.
DESIGN_REFERENCES.md §A10 The Americas	The Wing Walker	skill	Transfers a card between two moving columns during the Next-phase drop.
DESIGN_REFERENCES.md §A10 The Americas	The Barrel	unknown	A one-time colossal fame gain with zero gold reward.
DESIGN_REFERENCES.md §A10 The Americas	Engineer-impresario leader	type	Danger acts this leader 'designs' cost less.
DESIGN_REFERENCES.md §A10 The Americas	The Claimed Feat	skill	Scores fame for a stunt that never happened; if exposed later, lose double.
DESIGN_REFERENCES.md §A10 The Americas	The High Dive	skill	Drop a card from the top of a column to the bottom for points that scale with fall height.
DESIGN_REFERENCES.md §A10 The Americas	Declared jump (Evel Knievel)	rule	Anchors the Booking system: declare a jump, sell tickets, then attempt to survive it.
DESIGN_REFERENCES.md §A10 The Americas	Amusement city (Coney Island)	boss	Layout/offers differ every visit; the town may burn down as a map event and rebuild changed.
DESIGN_REFERENCES.md §A10 The Americas	The Incubator	skill	Exhibited (covered) cards recover debuffs/ranks while 'on display.'
DESIGN_REFERENCES.md §A11 South America	The Capoeirista	skill	Registered as a Dancer but functions as a fighter; performs even in towns that ban combat acts.
DESIGN_REFERENCES.md §A11 South America	Judged-category scoring	rule	Some shows grade formation, suit variety, and stamps as separate scored categories instead of one total.
DESIGN_REFERENCES.md §A11 South America	Two-faction city (Parintins)	boss	Picking a faction on arrival changes the goal, the shop, and who heckles the player.
DESIGN_REFERENCES.md §A11 South America	The Ox	skill	Its destruction IS its act: the town celebrates (fame) when it's destroyed, and it revives next show.
DESIGN_REFERENCES.md §A11 South America	Verse duel (repentistas)	unknown	Alternate 'stanzas' (mini-submits) with a town champion; the first to fail a beat loses.
DESIGN_REFERENCES.md §A11 South America	One-upmanship duel (scissors dance)	unknown	Alternate melds with a rival, each must out-score the last; first to fall short loses everything wagered.
DESIGN_REFERENCES.md §A11 South America	Devil Parade	unknown	Play debuffed cards as the show; each one scored converts its debuff into fame.
DESIGN_REFERENCES.md §A11 South America	Kneeling Devil	skill	A negative-effect card that, if kept a full tour, converts into a positive card at the final city.
DESIGN_REFERENCES.md §A11 South America	Tango pair	skill	Two cards locked in embrace, always adjacent, alternating each turn which one's skill fires.
DESIGN_REFERENCES.md §A11 South America	The Little Umbrella	skill	A prop card that lets its holder perform Acrobat moves.
DESIGN_REFERENCES.md §A11 South America	The Murga	skill	Scores based on the run's history: +points per boss beaten, per card lost, per event survived.
DESIGN_REFERENCES.md §A11 South America	Calendar shows (Inti Raymi)	unknown	Bonus festivals appear on fixed 'dates' (every Nth node).
DESIGN_REFERENCES.md §A11 South America	Family-tent deck	unknown	Starts weak, but gains a permanent heirloom card each finished tour.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Dynasty save bonus	unknown	A bonus for consecutive finished tours in one save file.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Backward-Backward	skill	Reverses a run's direction mid-meld: a descending run counts as ascending for one column.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Tent Challenge	unknown	A town champion calls out one of the player's cards for a duel: win for gold, lose a rank.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Showbag	consumable	A cheap grab-bag pack of random commons with one guaranteed sweet item.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Collective deck	unknown	A leaderless deck where every card shares the ensemble's average power; +mult if the deck contains no rares.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Minimal deck	unknown	No stamps, no types; pure pips and stacking only.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Rookie growth cards	skill	Rookie commons with growth conditions that upgrade them over time.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Route-as-song bonus	rule	Repeating a traveled route pattern 'in the right order' grants a strengthening bonus.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Pre-show challenge dance	rule	Sacrifice a turn to open with an intimidation display that lowers the fame goal.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Fire-knife dual-suit pip	suit	A pip counting as both Knives and Flames suits simultaneously.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Vine	stamp	The first time this card would be destroyed by a fall/discard, it stops short and survives (once per tour).
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Gathering	unknown	A festival node where every regional card pool is available at once, one purchase each.
DESIGN_REFERENCES.md §A12 Australia & Oceania	Storyteller's Dance	skill	Re-triggers the last effect that fired on an adjacent card.
DESIGN_REFERENCES.md §A12 Australia & Oceania	The Birdman Race	unknown	A first-to-claim seasonal contest; the winning card holds a tour-long title.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Outcast Troupe deck	unknown	Cheaper everywhere but banned from rich towns; built from exactly six classes (one per Namsadang art).
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Talking Wire	skill	Scores as both Acrobat and Clown class on the same trigger.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Masked satire (Talchum)	rule	Heat (infamy) is earned safely because a mask absorbs the town's anger.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Persistent spin-buff (Sangmo)	rule	A spin-buff persists as long as the combo continues.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Dalang	type	While in play, the player chooses trigger order for all effects.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Singa Barong	skill	Carries an entire stack's weight; everything above it counts as one card for movement purposes.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Trance	rule	A card enters trance (acts autonomously, immune to everything) for N turns, then suffers a hard Exhaust.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Balance boss	boss	Cannot be defeated, only balanced: end the show with row points and column points within X% of each other.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Chorus (Kecak)	skill	+mult per rank-1 card on the board whenever any meld scores.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Flooded rows	rule	Water-covered rows let cards float (move freely sideways) while the cards beneath stay hidden but active.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The All-Nighter	unknown	A triple-length show: 3x submits, 3x goal, 3x reward.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Mid-show instant tips	rule	Overscoring a single meld pays out instantly instead of at show end.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	Color-wheel booth	unknown	Bet a gold card on a suit at a color-wheel game.
DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Kite	skill	Launches a card above the board (out of play); it returns on a chosen later turn with a wind bonus.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Right to Perform	unknown	A town tries to ban the show: comply for no fame, or resist to fight a hazard show for double fame and permanent town change.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	Seasonal crown	unknown	A per-season champion title (Calypso Monarch); extempo joins the verse-duel family.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Steelpan	skill	Converts a junk/prop card into a scoring instrument card.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Dirty Opening	unknown	Show starts with all cards debuffed ('muddy'); every card that scores anyway earns double.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Dubplate	unknown	A custom exclusive card forged for the player's save file only; clash events let it be 'played' against rival shows.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Procession	rule	A moving meld walks one column per turn, collecting +1 from each column it crosses.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	Cabaret city	boss	Night-show rules apply; Dancer/Concessions cards are favored.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Ofrenda Show	unknown	For one night, destroyed and discarded cards return from the discard pile to perform a single show, then rest again.
DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Gift Exchange	unknown	Trade one of the player's cards for one of the town's, both sides choosing blind.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Castell	skill	Build a tower and crown it with the smallest card for a massive bonus, with collapse risk scaling per level; a four-word motto maps to four buff types.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Build-to-burn (Las Fallas)	rule	Invest in a card all tour, then burn it at the finale for a payout proportional to investment; exactly one card can be 'pardoned' from any mass-destruction effect.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The clean dodge (Recortadores)	skill	When a hazard targets this card's column, it vaults the hazard, which passes through and scores points instead.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Duende	rule	A rare emergent state under specific combo/tension conditions triples a card's score with unique presentation; never purchasable, only summoned.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Hidden bearers (costaleros)	rule	Covered cards beneath a scoring card add their ranks to it.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Fadista	skill	Scores +N per card destroyed or lost this run.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Flyting	unknown	An insult-duel against a town champion; the winner takes fame from the loser.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The friendly grapple (Glíma)	unknown	A no-stakes duel node to test a card against a boss's stats without risk.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Censorship-immune puppets	rule	In towns that ban speech/satire acts, Puppet-type cards perform unhindered.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Box Theater	skill	Cueing it runs a one-card mini-submit inside itself.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Puszta Five	skill	For one turn, one card straddles all columns, scoring in every column's meld.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	Burst acrobatics (Hopak)	skill	A Dancer card jumps its whole stack one row in a single cue.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Lantern Roast	unknown	The town satirizes the run's failures for laughs; accept for fame or take offense.
DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe	The Bauta	stamp	While worn, the card's rarity and identity are hidden from effects, inspections, and towns.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	The Boot Code	rule	Adjacent cards pass a buff down a row via untriggered 'rhythm,' untraceable by boss effects that punish triggers.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	Wax and Gold	skill	A card carries two rule texts: the visible 'wax' effect and a hidden 'gold' effect discovered by fulfilling the wax one.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	Animal-puppet tokens	skill	Animal effects that count as Puppet-type, immune to animal bans and gentling-friendly.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	The stick game (Tahtib)	unknown	A light sparring duel node.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	The Laughing Duel	unknown	A pattern-matching minigame against a town where breaking rhythm (misclicking/failing a meld) loses.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	The String Figure	unknown	Copy a displayed board-pattern with the player's cards for a bonus.
DESIGN_REFERENCES.md §A16 Africa & the Arctic	Dispute settled by performance	unknown	A diplomatic show variant where a town dispute is settled by performance instead of score.
DESIGN_REFERENCES.md §B1 Aerial & Wire	Flyer & catcher system	skill	The Flyer card can be 'thrown' to any column containing the Catcher card.
DESIGN_REFERENCES.md §B1 Aerial & Wire	The Grip	skill	The bottom card of a stack holds everything above it legal, regardless of normal stacking rules.
DESIGN_REFERENCES.md §B1 Aerial & Wire	The Unsanctioned Show	unknown	Performing in a locked/forbidden node grants enormous fame; failing it loses the run's tips.
DESIGN_REFERENCES.md §B1 Aerial & Wire	Cannot-retire veteran card	unknown	A veteran card that cannot retire, used as endless-mode flavor.
DESIGN_REFERENCES.md §B1 Aerial & Wire	Handicap flourish	skill	Voluntarily debuff this card's move for double its score.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Juggler leader (Rastelli)	type	Balls-suit cards can be kept aloft (re-scored) as long as one scores each submit.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Gentleman juggling	skill	Prop (non-feat) cards in this card's row count as Balls suit.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Elevate a prop	skill	Permanently convert one prop card into a feat card.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	The Comedic Drop	skill	Deliberately discard this card mid-show for a bonus larger than scoring it would give.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Three-box shuffle	skill	Rearrange any 3 adjacent cards' order on cue.
DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Club passing	rule	Two Juggler cards in different columns trade a buff back and forth every Next.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Backlift	skill	Scores +N per card currently stacked on top of this card.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Pose (Sandow)	skill	Scores by being displayed (spotlit doing nothing) rather than melded.
DESIGN_REFERENCES.md §B3 Strength & Endurance	Carries a chosen card	skill	Carries one chosen card wherever it moves, so they relocate together.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Mighty Atom	skill	A rank-3 card that can legally hold any size stack above it.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Hunger Artist	skill	Gains +N for every consecutive show it stays in the deck unplayed; scores a huge burst when finally played, then resets.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Sitter	skill	Rewards a card for remaining atop the same column across multiple shows.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Marathon	boss	A multi-show gauntlet where the board does not fully reset between shows.
DESIGN_REFERENCES.md §B3 Strength & Endurance	Route-length achievements	unknown	Achievements for total walked/traveled map distance.
DESIGN_REFERENCES.md §B3 Strength & Endurance	The Regurgitator	skill	Swallows up to N cards and can produce them later in any chosen order.
DESIGN_REFERENCES.md §B4 Danger Acts	The Target Girl	skill	Placed in a knife-projectile row, converts every 'miss' into points.
DESIGN_REFERENCES.md §B4 Danger Acts	Wheel of Death roulette	rule	A spinning bonus wheel whose payout lands where the last knife-suit card scored.
DESIGN_REFERENCES.md §B4 Danger Acts	The Called Shot	skill	Destroys the top card of any stack, leaving the rest of the stack intact.
DESIGN_REFERENCES.md §B4 Danger Acts	Bullet Catch graveyard secret	unknown	A hidden secret tracks repeat users of the Bullet Catch card, referencing its many in-fiction deaths.
DESIGN_REFERENCES.md §B4 Danger Acts	Buried alive	skill	Bury a card (remove from game) for N shows; it returns transformed (+rarity) or not at all (small chance).
DESIGN_REFERENCES.md §B4 Danger Acts	Water Torture Cell escape chain	skill	A card locked under 3 conditions unlocks one per turn, paying out on the full escape.
DESIGN_REFERENCES.md §B4 Danger Acts	Fire breather	skill	Projects a Flames buff across an entire row, then Exhausts itself.
DESIGN_REFERENCES.md §B4 Danger Acts	Sword swallowing (Edith Clifford)	skill	Permanently swallows a Knife card, adding its rank to this card's forever.
DESIGN_REFERENCES.md §B4 Danger Acts	Centrifugal column (Wall of Death)	skill	Cards in this column can't fall or be discarded while it spins, for a limited number of turns.
DESIGN_REFERENCES.md §B4 Danger Acts	Cannon dynasty inheritance	unknown	Cannon acts are inheritable between runs, framed as a family dynasty.
DESIGN_REFERENCES.md §B4 Danger Acts	The Blockhead	skill	Absorbs one Knife projectile per show as points instead of damage.
DESIGN_REFERENCES.md §B4 Danger Acts	The Lion's Bride	skill	Scores for occupying the same column as a dangerous Animal card without being eaten.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Whiteface/Auguste pairing	rule	A Whiteface card issues a cue that an adjacent Auguste card executes 'wrongly,' with a better result.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Scripted clown combos	rule	Clown combos are scripted sequences (lazzi) with an end-of-sequence bonus.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Instrument	skill	A prop card keeps 'failing' (moving away) until finally played, then scores everything it dodged.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Snowstorm	unknown	A board-covering particle finale used as an endless-mode milestone.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Contrary	rule	Descending runs count as ascending, and the 'worst' hand scores as the best.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The interlude (Kyōgen)	unknown	A small comic bonus round between boss shows that heals debuffs.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	Moonstruck (Pierrot)	skill	Buffs on alternating ('night') shows, pines (does nothing/less) otherwise.
DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The show must go on (Pagliacci)	skill	+mult while this card carries a debuff.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Egg Bag	skill	A container card that always appears 'empty' when checked but produces a card when it matters.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Hidden micro-text art	unknown	A card's art contains legible hidden micro-text.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Chest	skill	The card's weight (Heavy/Light) flips depending on whether the player or an effect is moving it.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Diplomatic Show	unknown	Defuse a hostile town with one perfect performance instead of meeting its score requirement.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Fire (venue loss)	unknown	Lose a venue mid-tour; an insurance/rebuild choice defines the next act.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Psycho	skill	An Automaton card plays a card from the deck by itself every Next.
DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Widow's Succession	rule	When a leader card is destroyed, its partner card inherits the leader slot and one signature power.
