id,name,reason,folded_into,origin,source,original_mechanic
E1223,Fame improves card rarity odds,DUPLICATE,E0540,braindump,gam draft.txt:658,Odds of better-rarity cards increase with total fame.
E1226,Fifteen (cribbage) talent,DUPLICATE,E0236,braindump,curated effects pre grid.csv:114,Spotlight ability checks the scoring hand (row or column) for cards summing to 15 for bonus points; alt version melds this card with adjacent neighbors whose ranks sum to 15 with it.
E1227,Fights only on boss phases,DUPLICATE,E1034,braindump,gam draft.txt:149,Fights may be restricted to only happen on boss phases of the map.
E1228,Final act score multiplier,DUPLICATE,E0692,braindump,gam draft.txt:560,"The final act gets an extra points multiplier, or each act gets an increasing multiplier."
E1229,Final-act type,DUPLICATE,E0047,braindump,gam draft.txt:466,Final-act card type shows up alone after all other cards are drawn.
E1230,Fire material (moves up),DUPLICATE,E0002,braindump,random potential effects.csv:6,Fire material type moves upward one position per turn.
E1232,Firework suit column score,DUPLICATE,E0049,braindump,gam draft.txt:484,Firework suit directly adds points to its column based on its rank.
E1233,Fireworks,DUPLICATE,E0049,braindump,curated effects pre grid.csv:14,"On score, the rocket rises its column and banks the column score directly based on rank; alt version has each firework trigger add +1 firework to the next trigger; stacking requires different suit and adjacent rank."
E1234,First-act type,DUPLICATE,E0050,braindump,gam draft.txt:464,First-act card type shows up alone before any other cards.
E1238,Fog of war on map,DUPLICATE,E0557,braindump,todo.md:274,Planned but unimplemented: fog of war limiting map visibility.
E1239,Fog of war on tour map,DUPLICATE,E0557,braindump,gam draft.txt:643,Tour theme with fog of war reducing visibility of further map choices.
E1240,Foot of God card,DUPLICATE,E0058,braindump,gam draft.txt:377,Foot of God: can switch locations with any card on screen.
E1241,Forbidden click-to-stack solitaire event,DUPLICATE,E0561,braindump,gam draft.txt:680,"A forbidden solitaire variant where you just click cards to stack them into your hand, possibly used for events."
E1243,Frankenstein card,DUPLICATE,E0059,braindump,gam draft.txt:67,"On submission, this card combines with the bottom and top cards into a 3-card merged stack that remains in the submission zone after scoring."
E1246,FTL-style map with special cards,DUPLICATE,E0567,braindump,gam draft.txt:47,"Map is FTL-like; each location is marked by a single special card the player collects, which has special effects."
E1249,Future Sight card,DUPLICATE,E0108,braindump,random potential effects.csv:5,See the next 5 cards in the deck.
E1250,Genie wish card,DUPLICATE,E0061,braindump,gam draft.txt:589,Genie: make a wish by choosing a card to create a copy of in hand.
E1256,Gold as money material,DUPLICATE,E0065,braindump,random potential effects.csv:7,Gold cards act as money/currency.
E1257,Gold heavy to bottom,DUPLICATE,E0066,braindump,gam draft.txt:66,Gold cards are heavy and always sink to the bottom of the deck.
E1263,Guarantee early entrance cards,DUPLICATE,E0050,braindump,gam draft.txt:180,"Some way to guarantee that newly chosen cards show up first, or sooner, in the entrance."
E1264,Guaranteed card in pack preview,DUPLICATE,E0796,braindump,gam draft.txt:717,Card packs show at least 1 guaranteed card from the pack in the map preview.
E1265,Hand of God card,DUPLICATE,E0075,braindump,gam draft.txt:376,Hand of God: allows moving cards to any location on the board and reordering cards within a deck.
E1268,Hearts-style negative-suit boss mechanic,DUPLICATE,E0048,braindump,gam draft.txt:1381,Boss mechanic where certain suits cause a meld to score 0 or negative if scored.
E1269,Heavy material,DUPLICATE,E0077,braindump,gam draft.txt:79,Heavy card type sinks to the bottom of the deck.
E1274,Hidden trigger stamp,DUPLICATE,E0141,braindump,gam draft.txt:217,"Hidden trigger: ability activates even when the card is hidden (covered), unlike default active abilities that need visibility."
E1276,Hippo card,DUPLICATE,E0087,braindump,random potential effects.csv:3,"When a single card is placed on top of this card, consume it and gain its rank in value (rank wraps around)."
E1279,Hype mechanic doubles fame requirement,DUPLICATE,E0088,braindump,gam draft.txt:710,Hype mechanic: choose to double the fame required to defeat the next show in exchange for better goodie odds.
E1280,Hype-wagering system,DUPLICATE,E0088,braindump,todo.md:274,Planned but unimplemented: a hype/wagering system.
E1282,In-run temporary prestige events,DUPLICATE,E0527,braindump,gam draft.txt:650,Events can grant temporary prestige points to allocate mid-run instead of only pre-game.
E1283,Injury clears if unused,DUPLICATE,E1284,braindump,gam draft.txt:1175,An injury stack is lost if the card goes through an act without performing.
E1286,Iron type,DUPLICATE,E1258,braindump,curated effects pre grid.csv:86,"Sinks to the bottom of any stack, respecting physical weight order."
E1288,King chess card,DUPLICATE,E0269,braindump,gam draft.txt:727,"King: moves like a chess king, never captures (only swaps with adjacent cards), auto-moves out of check from another chess card on any action, and is worth a ton of points if captured by a chess card."
E1291,Klondike stacking rule,DUPLICATE,E1136,braindump,gam draft.txt:1216,"Klondike Solitaire: tableau stacks opposite color, one rank lower."
E1292,Kuroko hat,DUPLICATE,E0100,braindump,curated effects pre grid.csv:108,This card is unseen: does not block Spotlight beneath it and cannot be targeted by effects.
E1295,La Belle Lucie stacking rule,DUPLICATE,E1136,braindump,gam draft.txt:1223,"La Belle Lucie: only top cards of each pile are playable, moved to foundation or stacked one rank lower, same suit."
E1296,Label/Evident rule-visibility card,DUPLICATE,E0101,braindump,gam draft.txt:304,A 'Label/Evident' type card announces its ruleset-deck effect as an active effect on the board even when the universal/rules deck itself is not visible.
E1297,Lane loss on lateral movement,DUPLICATE,E1035,braindump,gam draft.txt:147,Moving to the left lane permanently loses access to both right lanes; moving to the middle lane loses both left and right lanes.
E1298,Leader/champion cards,DUPLICATE,E0315,braindump,gam draft.txt:440,Leader/champion cards start the game already on the board (or entrance) and do not leave on submit.
E1299,Leader flavor debuffs,DUPLICATE,E0630,braindump,gam draft.txt:442,"Optional leader debuffs, e.g. fear of fire/knives preventing placement on fire/knife cards."
E1301,"Legal stack ascending/descending, no same suit",DUPLICATE,E0122,braindump,gam draft.txt:111,Legal stacks are ascending or descending rank order and cannot stack same suit.
E1302,"Legal stacks only, harder over time",DUPLICATE,E0121,braindump,gam draft.txt:93,"Only legal stacks can be picked up, and moving stacks becomes more difficult with time."
E1303,Light material,DUPLICATE,E0078,braindump,gam draft.txt:80,Light card type rises to the top of the deck.
E1310,Mana cards instead of mana bar,DUPLICATE,E0643,braindump,gam draft.txt:552,"Instead of a mana bar, use mana cards similar to MTG; any card can serve as a resource."
E1311,Map card seeds next entrance,DUPLICATE,E0050,braindump,gam draft.txt:64,Clicking a card on the map makes it the first card to appear in the drop-down/entrance area of the subsequent match.
E1315,Map special squares,DUPLICATE,E0771,braindump,gam draft.txt:50,Some map squares are special locations like shops; e.g. all 7s could be shops.
E1318,Maximum Effort/Exhaust stamp,DUPLICATE,E0112,braindump,gam draft.txt:663,"Maximum Effort/Exhaust: doubles points (or gives flat points) from this card on score, but only refreshes if the card is not played/scored again on the next show."
E1319,Merci: shift an obstructing card,DUPLICATE,E1293,braindump,gam draft.txt:1192,"Merci (solitaire cheat): allowed once, to move an obstructing card out of the way."
E1321,Metagame editing ruleset deck,DUPLICATE,E0704,braindump,gam draft.txt:300,Metagame where the player tries to modify the default ruleset deck during a run by adding or removing rule cards.
E1322,Metashop odds vs required score,DUPLICATE,E0438,braindump,gam draft.txt:501,Spending points in the meta-shop to manipulate overall card odds also increases the score required per show.
E1324,Minesweeper map reveal,DUPLICATE,E0655,braindump,gam draft.txt:49,"Deck starts fully visible but face-down like Minesweeper; can only click a card adjacent to a face-down card, battling for it and revealing adjacent cards; win by uncovering all cards."
E1325,Mini-game events with puzzle win-con,DUPLICATE,E0656,braindump,gam draft.txt:654,"Some events are mini-games where score is not the goal but an alternate puzzle win condition, e.g. trigger an effect 5 times to win."
E1330,Move-resistant cards,DUPLICATE,E0159,braindump,gam draft.txt:623,Some cards can resist being moved.
E1331,Mulligan entrance cards,DUPLICATE,E0290,braindump,gam draft.txt:17,Mulligan incoming cards by clicking them and pressing a discard button.
E1332,Mulligan entrance via tap,DUPLICATE,E0290,braindump,gam draft.txt:612,Card effect that allows mulliganing entrance cards when tapped.
E1333,Mulligan-style card packs,DUPLICATE,E0796,braindump,gam draft.txt:609,"Card packs where, instead of choosing cards directly, the player mulligans (rerolls) the pack's results arena-style, with an increasable mulligan count."
E1335,Mystery Box card,DUPLICATE,E0119,braindump,gam draft.txt:555,"Mystery Box: at game start, this card becomes a random skill."
E1346,Null cards,DUPLICATE,E0120,braindump,gam draft.txt:186,Null cards take up space on the board and are highlighted on hover to show over the null space.
E1347,Oh Hell bid-exact-tricks rule,DUPLICATE,E0183,braindump,gam draft.txt:1366,"Oh Hell!: players bid exactly how many tricks they intend to win after seeing their hand, capped at the hand size."
E1348,Oh Hell scoring rule,DUPLICATE,E0183,braindump,gam draft.txt:1368,"Oh Hell!: 1 point per trick won, plus 10 bonus points for hitting your exact bid."
E1350,Other chess-piece cards,DUPLICATE,E0272,braindump,gam draft.txt:726,"Other chess-piece cards can stack anywhere permitted by that piece's chess movement, discarding and taking the place of the card they land on."
E1354,Patience meter mechanic,DUPLICATE,E0004,braindump,todo.md:222,"Patience system: idle/non-scoring moves drain a patience meter (patience_max, ships at 3); reaching 0 auto-drops cards; rule cards can raise patience_max via a grant path."
E1355,Pawn chess card,DUPLICATE,E0300,braindump,gam draft.txt:725,"Pawn: if stacked on the card above it, swaps places (moves up), or two above if bottommost; if stacked diagonally upward, replaces (captures) that card, discarding it."
E1356,Per-act injury chance,DUPLICATE,E1284,braindump,gam draft.txt:1174,Each act/trigger has a chance of creating an injury stack; injury stacks increase the chance of permanent retirement/death.
E1358,Performance ring score multiplier,DUPLICATE,E0698,braindump,gam draft.txt:434,"Each 'ring' of 5 rows increases the score multiplier for cards scored within it (1st ring 1x, 2nd ring 2x, 3rd ring 3x, etc.)."
E1360,Permanently-active toggle,DUPLICATE,E0700,braindump,gam draft.txt:516,"Once activated, an effect stays active for the rest of the game and can no longer be toggled off."
E1363,Pinochle meld types,DUPLICATE,E1090,braindump,gam draft.txt:1383,"Pinochle: melds include runs (A-K-Q-J-10), marriages (King-Queen), the pinochle meld (J diamond + Q heart), and sets (4 Qs)."
E1366,Player plans tour route length,DUPLICATE,E0977,braindump,gam draft.txt:646,"Players plan their tour route ahead of time, starting with small tours and unlocking longer routes through more cities as they finish tours."
E1367,Points increase by layer,DUPLICATE,E0698,braindump,gam draft.txt:231,Points scored increase based on the layer/height a card is stacked at.
E1369,Poker Patience adjacency placement,DUPLICATE,E1120,braindump,gam draft.txt:1230,"Poker Patience variant: each new card placed must be adjacent or diagonal to a previously placed card, so the first card can end up anywhere in the final square."
E1372,Poker Patience PvP mode,DUPLICATE,E1126,braindump,gam draft.txt:1234,Poker Patience PvP: one player calls out the next card and both players build their own square with the same cards in the same order.
E1382,Prestige system reshapes map odds,DUPLICATE,E0438,braindump,gam draft.txt:369,"Prestige currency from wins can be spent to manipulate the odds of cards/events spawning on the map, or to unlock true-vision (seeing the rule deck and true card descriptions)."
E1397,Rearrange entrance cards,DUPLICATE,E0102,braindump,gam draft.txt:18,Player can rearrange incoming/entrance cards before placing them.
E1398,Repeatable entrance discard gambling,DUPLICATE,E0290,braindump,gam draft.txt:672,"Repeatedly discard entrance cards until satisfied, then commit them to drop; starts with 1 discard per turn (possibly a joker effect), allowing gambling for a better entrance hand."
E1399,Retirement requires ability activation,DUPLICATE,E0435,braindump,gam draft.txt:602,"Cards cannot retire (leave play) until scored or until an ability is activated on them; with no ability, there is no retirement condition."
E1405,Ringmaster leader card,DUPLICATE,E0315,braindump,gam draft.txt:441,Ringmaster: no suit/rank; type makes it start in the entrance like other leaders; stamp lets it always be picked up and placed anywhere with nothing on top; skill keeps it on the board after submission.
E1416,Rule cards always globally spotlit,DUPLICATE,E0740,braindump,gam draft.txt:576,"Rule cards are a special card type whose top skill is always globally in the spotlight (active), making them not special from normal deck mechanics otherwise."
E1418,Rules deck defines next/submit behavior,DUPLICATE,E0421,braindump,gam draft.txt:586,"Game rules (via the rules deck) determine what the Next and Submit buttons do; different rules decks per scenario, permanently changeable during a run."
E1419,Rules-in-main-deck variant,DUPLICATE,E0742,braindump,gam draft.txt:345,A deck variant where the rule deck is empty and all rules are embedded as cards in the main deck.
E1425,Score for 15,DUPLICATE,E0475,braindump,gam draft.txt:30,Score 2 points for every combination that sums to 15.
E1426,Score for pair,DUPLICATE,E0475,braindump,gam draft.txt:32,Score 2 points for a pair.
E1427,Score for quad,DUPLICATE,E0475,braindump,gam draft.txt:34,Score 12 points for a quad.
E1428,Score for run,DUPLICATE,E0475,braindump,gam draft.txt:35,Score 3-7 points for a run of 3 to 7 cards.
E1429,Score for triple,DUPLICATE,E0475,braindump,gam draft.txt:33,Score 6 points for a triple.
E1432,Second-act type,DUPLICATE,E0149,braindump,gam draft.txt:465,Second-act card type shows up alone after half the deck is drawn.
E1433,Secret melds via add-to-deck effects,DUPLICATE,E0757,braindump,gam draft.txt:632,"Secret melds to discover, implemented as cards with hidden on-add-to-deck effects that add new scoring rules."
E1435,Self-upgrading effect,DUPLICATE,E0718,braindump,gam draft.txt:242,An effect that upgrades itself into a better version of itself if the player meets certain conditions.
E1438,Shared charge system,DUPLICATE,E0760,braindump,gam draft.txt:605,"All charge-based effects share the same charge system, so anything with charges can gain more or less charge from different sources."
E1439,Shop buy/sell in cards,DUPLICATE,E0432,braindump,gam draft.txt:360,Shop sells cards priced in a stack of cards taken from the player's deck (equivalent value); card packs on the map add cards while the shop removes them; shop can sell packs too; reroll cost increases each use.
E1441,Show-must-go-on weather hazards,DUPLICATE,E0669,braindump,gam draft.txt:644,Negative weather effects are thematized as 'the show must go on'.
E1442,Sin of Gluttony card,DUPLICATE,E0151,braindump,gam draft.txt:285,"Sin of Gluttony: a Hippo-type card with no value cap that can be fed from anywhere, including decks, permanently consuming cards without returning them."
E1444,Sliced Bread card,DUPLICATE,E0153,braindump,gam draft.txt:68,"On submission, if there is a same-suit card later down the stack, gain a point for each card in between."
E1456,Status effect array on cards,DUPLICATE,E0487,braindump,gam draft.txt:406,Cards carry a status array (dictionary of status-effect name to value) processed by a rule card each turn.
E1457,Storyteller point carryover,DUPLICATE,E0784,braindump,gam draft.txt:596,Storyteller: preserves some points for the next game.
E1461,Suit-nerfing towns,DUPLICATE,E0048,braindump,gam draft.txt:511,"Certain towns don't score certain suits at all, e.g. 'knifetown' gives no points for knife scoring, similarly firetown/juggletown/hooptown."
E1463,Survivor deck,DUPLICATE,E0791,braindump,gam draft.txt:39,"Survivor deck: each suit represents a resource such as food, water, or a weapon."
E1465,Tap-to-force-trigger card,DUPLICATE,E0213,braindump,gam draft.txt:328,"A card that can force a linked on-trigger card to fire whenever it is tapped, likely via stacking."
E1471,Tour planning system,DUPLICATE,E0977,braindump,todo.md:274,Planned but unimplemented: a tour-planning system for choosing a route.
E1472,Town-specific hazards,DUPLICATE,E0669,braindump,gam draft.txt:510,Different towns present different hazards; e.g. performing at a volcano might cause lava hazards.
E1474,Triangle map holes hold card packs,DUPLICATE,E1035,braindump,gam draft.txt:350,The triangle map can have holes that contain card packs instead of individual cards.
E1475,Triangle map tier choice,DUPLICATE,E1035,braindump,gam draft.txt:146,"Choose from the next 3 card options, moving the player up a tier of a triangle-shaped map and playing a match, repeating."
E1477,Trigger in deck seal,DUPLICATE,E0064,braindump,gam draft.txt:74,Seal: this card's effect can trigger while still in the deck.
E1478,Trigger when hidden seal,DUPLICATE,E0141,braindump,gam draft.txt:73,Seal: this card's effect triggers even when hidden (covered).
E1479,Trump Fan Tan wild-suit rule,DUPLICATE,E1170,braindump,gam draft.txt:1352,Trump Fan Tan: one suit is wild; a wild-suit card taking another card's place forces that card to be played to the wild foundation.
E1483,Uniqueness multiplier,DUPLICATE,E0036,braindump,gam draft.txt:288,A multiplier that increases with every unique effect triggered during a run.
E1487,Utter Chaos card,DUPLICATE,E0370,braindump,gam draft.txt:557,Utter Chaos: becomes a random skill on every 'next' action.
E1489,Vampire Survivors-style prestige shop,DUPLICATE,E0438,braindump,gam draft.txt:335,Prestige points system: each win grants points spendable in a menu to change the odds of cards appearing or to apply debuffs for more points.
E1492,Water material (moves down),DUPLICATE,E0372,braindump,random potential effects.csv:5,Water material type moves downward one position per turn.
E1493,Water type,DUPLICATE,E0372,braindump,curated effects pre grid.csv:100,Always flows sideways into the shortest adjacent column.
E1496,Wild pip random selection,DUPLICATE,E1063,braindump,gam draft.txt:261,Wild pip randomly chooses itself from among existing pips on the same board/row/column.
E1497,Wild pip tracks previous pip,DUPLICATE,E1063,braindump,gam draft.txt:260,A Wild pip type tracks and mimics whichever pip it last resolved to.
E1501,World tour fame ramp,DUPLICATE,E0684,braindump,gam draft.txt:657,World tour: build fame across cities before reaching the final city; exceeding a city's score requirement raises the requirement for the next city.
E1505,Acrobat,DUPLICATE,E0035,balatro,balatro,X3 Mult on final hand of round.
E1507,Ancient Joker,DUPLICATE,E1255,balatro,balatro,Each played card of a target suit gives X1.5 Mult when scored; the target suit changes at end of round.
E1516,Blast Off,DUPLICATE,E1502,balatro,balatro,"2 hands and 2 discards per round, 4 Joker slots; includes Planet-card vouchers; hand/discard-boosting vouchers and the Burglar Joker are banned."
E1520,Blue Stake,DUPLICATE,E1514,balatro,balatro,-1 Discard per round.
E1521,Blueprint,DUPLICATE,E0001,balatro,balatro,Copies the ability of the Joker to the right.
E1526,Bram Poker,DUPLICATE,E1502,balatro,balatro,Jokers no longer appear in the shop; starts with an Eternal Vampire Joker and extra Tarot cards.
E1527,Buffoon Tag,DUPLICATE,E0408,balatro,balatro,Gives a free Mega Buffoon Pack.
E1528,Bull,DUPLICATE,E1523,balatro,balatro,+2 Chips for each $1 you have.
E1533,Canio,DUPLICATE,E0375,balatro,balatro,Gains X1 Mult permanently when a face card is destroyed.
E1535,Cartomancer,DUPLICATE,E0202,balatro,balatro,Creates a Tarot card when Blind is selected.
E1536,Castle,DUPLICATE,E1507,balatro,balatro,Gains +3 Chips permanently per discarded card of a target suit; the target suit changes every round.
E1541,Chaos the Clown,DUPLICATE,E0524,balatro,balatro,1 free reroll per shop.
E1542,Charm Tag,DUPLICATE,E0408,balatro,balatro,Gives a free Mega Arcana Pack.
E1543,Chicot,DUPLICATE,E0281,balatro,balatro,Disables the effect of every Boss Blind.
E1547,Coupon Tag,DUPLICATE,E1509,balatro,balatro,Initial cards and booster packs in the next shop are free.
E1551,Crimson Heart,DUPLICATE,E0173,balatro,balatro,One random Joker is disabled each hand played.
E1552,Cruelty,DUPLICATE,E1502,balatro,balatro,Small and Big Blinds give no reward money; 3 Joker slots.
E1553,D6 Tag,DUPLICATE,E1509,balatro,balatro,Rerolls in the next shop start at $0.
E1558,Double or Nothing,DUPLICATE,E0859,balatro,balatro,All played cards become debuffed after scoring; uses a standard 52-card deck with every card given a Red Seal.
E1561,Drunkard,DUPLICATE,E0290,balatro,balatro,+1 discard each round.
E1562,Dusk,DUPLICATE,E0035,balatro,balatro,Retrigger all played cards in the final hand of the round.
E1565,Erosion,DUPLICATE,E1518,balatro,balatro,+4 Mult for each card below the deck's starting size in your full deck.
E1566,Ethereal Tag,DUPLICATE,E0408,balatro,balatro,Gives a free Spectral Pack.
E1569,Five-Card Draw,DUPLICATE,E1502,balatro,balatro,"6 discards per round, 5 hand size, 7 Joker slots; starts with Card Sharp and a base Joker; hand-size-expanding Jokers are banned."
E1573,Foil Tag,DUPLICATE,E1509,balatro,balatro,Next base-edition shop Joker is free and becomes Foil.
E1574,Fortune Teller,DUPLICATE,E1546,balatro,balatro,+1 Mult per Tarot card used this run.
E1576,Fragile,DUPLICATE,E1502,balatro,balatro,Starts with 2 Eternal Negative Oops! All 6s Jokers; uses a standard 52-card deck with every card given Glass enhancement; all other card-enhancement methods are banned.
E1577,Garbage Tag,DUPLICATE,E1554,balatro,balatro,Gives $1 per unused discard this run.
E1579,Glass Card,DUPLICATE,E0063,balatro,balatro,X2 Mult when scored; 1 in 4 chance to be destroyed after scoring is finished.
E1583,Gold Seal,DUPLICATE,E0014,balatro,balatro,Earn $3 when this card is played and scores.
E1586,Golden Needle,DUPLICATE,E1502,balatro,balatro,Each discard costs $1; 1 hand and 6 discards per round; starts with $10; hand-boosting vouchers and the Burglar Joker are banned.
E1593,Handy Tag,DUPLICATE,E1554,balatro,balatro,Gives $1 per hand played this run.
E1596,Hit the Road,DUPLICATE,E1617,balatro,balatro,Gains X0.5 Mult for the rest of the round for every Jack discarded.
E1599,Holographic Tag,DUPLICATE,E1509,balatro,balatro,Next base-edition shop Joker is free and becomes Holographic.
E1606,Jokerless,DUPLICATE,E1502,balatro,balatro,"Jokers no longer appear in the shop and Joker slots are set to 0; all other Joker-acquisition methods (Judgement, Wraith, Soul cards, tags, certain blinds, Antimatter voucher, Buffoon packs) are banned."
E1608,Juggler,DUPLICATE,E0023,balatro,balatro,+1 hand size.
E1610,Luchador,DUPLICATE,E0299,balatro,balatro,Sell this card to disable the current Boss Blind's effect for the round.
E1611,Lucky Card,DUPLICATE,E0154,balatro,balatro,1 in 5 chance to give +20 Mult and 1 in 15 chance to give $20 when scored.
E1612,Lucky Cat,DUPLICATE,E1580,balatro,balatro,Gains X0.25 Mult permanently every time a Lucky card successfully triggers.
E1615,Mad World,DUPLICATE,E1502,balatro,balatro,Extra hands earn no money and no interest is earned; deck is restricted to ranks 2-9 (32 cards); The Plant boss blind is banned.
E1617,Mail-In Rebate,DUPLICATE,E1507,balatro,balatro,Earn $5 for each discarded card of a target rank; the target rank changes every round.
E1618,Marble Joker,DUPLICATE,E0202,balatro,balatro,Adds one Stone card to the deck when Blind is selected.
E1620,Medusa,DUPLICATE,E1502,balatro,balatro,Starts with an Eternal Marble Joker; all face cards in the deck are replaced with Stone cards.
E1621,Merry Andy,DUPLICATE,E1529,balatro,balatro,"+3 discards each round, -1 hand size."
E1622,Meteor Tag,DUPLICATE,E0408,balatro,balatro,Gives a free Mega Celestial Pack.
E1626,Monolith,DUPLICATE,E1502,balatro,balatro,Starts with an Eternal Obelisk and an Eternal Negative Marble Joker.
E1627,Mr. Bones,DUPLICATE,E0031,balatro,balatro,Prevents death if chips scored are at least 25% of required chips; this card is then sold/destroyed.
E1629,Mystic Summit,DUPLICATE,E1510,balatro,balatro,+15 Mult when 0 discards remaining.
E1631,Negative Tag,DUPLICATE,E1509,balatro,balatro,Next base-edition shop Joker is free and becomes Negative.
E1632,Non-Perishable,DUPLICATE,E1502,balatro,balatro,"All Jokers are Eternal; self-destructing Jokers (e.g. Gros Michel, Cavendish, Ice Cream) and the Verdant Leaf blind are banned."
E1635,On a Knife's Edge,DUPLICATE,E1502,balatro,balatro,Starts with an Eternal Ceremonial Dagger pinned to the leftmost Joker slot.
E1637,Orange Stake,DUPLICATE,E1584,balatro,balatro,30% chance for Jokers in shops or booster packs to have a Perishable Sticker (destroyed if not scored with within 5 rounds).
E1638,Orbital Tag,DUPLICATE,E1530,balatro,balatro,Upgrades a random poker hand by 3 levels.
E1641,Photograph,DUPLICATE,E1594,balatro,balatro,First played face card gives X2 Mult when scored.
E1643,Polychrome Tag,DUPLICATE,E1509,balatro,balatro,Next base-edition shop Joker is free and becomes Polychrome.
E1644,Popcorn,DUPLICATE,E1600,balatro,balatro,"+20 Mult, -4 Mult per round played."
E1645,Purple Seal,DUPLICATE,E0219,balatro,balatro,Creates a Tarot card when this card is discarded.
E1648,Ramen,DUPLICATE,E1600,balatro,balatro,"X2 Mult, losing X0.01 Mult permanently per card discarded."
E1649,Rare Tag,DUPLICATE,E1509,balatro,balatro,Shop contains a free Rare Joker.
E1651,Red Seal,DUPLICATE,E0034,balatro,balatro,Retrigger this card 1 additional time.
E1652,Red Stake,DUPLICATE,E1514,balatro,balatro,Small Blind gives no reward money.
E1656,Riff-Raff,DUPLICATE,E0202,balatro,balatro,"When Blind is selected, creates 2 Common Jokers (if there is room)."
E1660,Satellite,DUPLICATE,E1546,balatro,balatro,Earn $1 at end of round per unique Planet card used this run.
E1664,Seeing Double,DUPLICATE,E1571,balatro,balatro,X2 Mult if played hand has a scoring Club card and a scoring card of any other suit.
E1674,Space Joker,DUPLICATE,E1530,balatro,balatro,1 in 4 chance to upgrade the level of the played poker hand.
E1675,Spare Trousers,DUPLICATE,E1659,balatro,balatro,Gains +2 Mult permanently if played hand contains a Two Pair.
E1676,Speed Tag,DUPLICATE,E1650,balatro,balatro,Gives $5 per Blind skipped this run.
E1678,Square Joker,DUPLICATE,E1659,balatro,balatro,Gains +4 Chips permanently if played hand has exactly 4 cards.
E1679,Standard Tag,DUPLICATE,E0408,balatro,balatro,Gives a free Mega Standard Pack.
E1681,Steel Joker,DUPLICATE,E1683,balatro,balatro,Gives X0.2 Mult for each Steel Card in your full deck.
E1682,Stone Card,DUPLICATE,E0181,balatro,balatro,"Has no rank or suit, always scores, and its Chip value is fixed at +50 Chips."
E1689,The Club,DUPLICATE,E0048,balatro,balatro,All Club cards are debuffed (score no Chips or Mult).
E1694,The Goad,DUPLICATE,E0048,balatro,balatro,All Spade cards are debuffed.
E1695,The Head,DUPLICATE,E0048,balatro,balatro,All Heart cards are debuffed.
E1697,The House,DUPLICATE,E1692,balatro,balatro,First hand of the round is dealt face down.
E1698,The Idol,DUPLICATE,E1507,balatro,balatro,Each played card matching a target rank and suit gives X2 Mult when scored; the target card changes every round.
E1699,The Mark,DUPLICATE,E1692,balatro,balatro,All face cards are dealt face down.
E1702,The Omelette,DUPLICATE,E1502,balatro,balatro,Blinds and extra hands give no reward money and no interest is earned; starts with 5 Egg Jokers; economy-related vouchers/Jokers are banned.
E1705,The Plant,DUPLICATE,E0048,balatro,balatro,All face cards are debuffed.
E1709,The Wall,DUPLICATE,E0806,balatro,balatro,Extra large blind requiring 4x base Chips to beat.
E1710,The Water,DUPLICATE,E1529,balatro,balatro,Start the round with 0 discards.
E1711,The Wheel,DUPLICATE,E1692,balatro,balatro,1 in 7 cards are dealt face down during the round.
E1712,The Window,DUPLICATE,E0048,balatro,balatro,All Diamond cards are debuffed.
E1713,Throwback,DUPLICATE,E1650,balatro,balatro,X0.25 Mult for each Blind skipped this run.
E1714,To Do List,DUPLICATE,E1507,balatro,balatro,Earn $4 if the played poker hand matches a specific target hand; the target hand changes at the end of round.
E1715,To the Moon,DUPLICATE,E1803,balatro,balatro,Earn an extra $1 of interest for every $5 you have at end of round.
E1716,Top-up Tag,DUPLICATE,E0202,balatro,balatro,"Creates up to 2 Common Jokers, if there is room."
E1717,Trading Card,DUPLICATE,E1557,balatro,balatro,"If first discard of round has only 1 card, destroys it and earns $3."
E1719,Turtle Bean,DUPLICATE,E1600,balatro,balatro,"+5 hand size, reducing by 1 each round until it reaches 0."
E1720,Typecast,DUPLICATE,E1502,balatro,balatro,"After the Ante 4 boss is defeated, all Jokers become Eternal and Joker slots are set to 0; Verdant Leaf blind is banned."
E1721,Uncommon Tag,DUPLICATE,E1509,balatro,balatro,Shop contains a free Uncommon Joker.
E1725,Violet Vessel,DUPLICATE,E0806,balatro,balatro,Very large blind requiring 6x base Chips to beat.
E1726,Voucher Tag,DUPLICATE,E1509,balatro,balatro,Adds one Voucher to the next shop.
E1728,Wee Joker,DUPLICATE,E1659,balatro,balatro,Gains +8 Chips permanently when each played 2 is scored.
E1730,Wild Card,DUPLICATE,E0179,balatro,balatro,Considered to be every suit simultaneously.
E1733,X-ray Vision,DUPLICATE,E1692,balatro,balatro,1 in 4 cards are dealt face down.
E1734,Yorick,DUPLICATE,E1659,balatro,balatro,Gains X1 Mult permanently every 23 cards discarded.
E1739,Ace Aequilibrium,DUPLICATE,E1502,cryptid,cryptid,Jokers appear from the shop in Collection order; creates 2 Negative Jokers when a hand is played; Exotic-or-better Jokers cannot appear
E1741,Amber Stake,DUPLICATE,E1746,cryptid,cryptid,-1 Booster Pack slot
E1743,Antimatter Sleeve,DUPLICATE,E1742,cryptid,cryptid,Applies the effects and special deck-pairing effects of all deck sleeves
E1747,Astral,DUPLICATE,E1737,cryptid,cryptid,^1.1 Mult
E1749,Astral Tag,DUPLICATE,E1509,cryptid,cryptid,Next base-edition shop Joker is free and becomes Astral
